Disease,Country,Hospital_Type,Treatment_Type,Stay_Days,City,Room_Type,Treatment_Cost,Travel_Expense,Stay_Cost,Total_Cost
Dental Implants,Canada,Public,Radiotherapy,12.0,Mumbai,Semi-Private,2230.29,1738.69,,6239.63
Oncology Treatment,UAE,Private,Surgical,25.0,Dubai,VIP Suite,26355.38,2002.43,34345.15,62702.97
Oncology Treatment,Germany,Premium International,Radiotherapy,22.0,Mumbai,Semi-Private,54848.06,2765.48,4201.7,61815.24
Cataract Surgery,Australia,Private,Surgical,19.0,Kuala Lumpur,General Ward,10035.15,537.16,1886.7,12459.02
Spinal Fusion,UK,Public,Chemotherapy,38.0,Bangkok,VIP Suite,6633.13,1280.23,35665.89,43579.24
Dental Implants,Canada,Private,Chemotherapy,22.0,Seoul,Semi-Private,7081.3,4187.54,6448.25,17717.08
Knee Replacement,Australia,Public,Radiotherapy,14.0,Seoul,Private,6721.81,2312.43,8823.3,17857.54
Spinal Fusion,UAE,Public,Chemotherapy,30.0,Dubai,Semi-Private,2665.99,2832.49,8400.77,13899.25
Dental Implants,Germany,Private,Chemotherapy,19.0,Bangkok,General Ward,4935.22,2303.11,1900.38,9138.7
Dental Implants,France,Public,Surgical,13.0,Bangkok,VIP Suite,6354.94,1117.53,13080.26,20552.72
Knee Replacement,France,Public,Chemotherapy,5.0,Kuala Lumpur,Semi-Private,8886.73,1740.33,1092.14,11719.21
Cosmetic Surgery,USA,Private,Radiotherapy,26.0,Mumbai,Semi-Private,15981.05,3297.2,4692.58,23970.84
Dental Implants,Germany,Premium International,Non-Surgical,13.0,Mumbai,Private,4450.01,776.68,5304.69,10531.38
Oncology Treatment,UAE,Premium International,Surgical,13.0,Dubai,General Ward,54530.17,614.57,1893.62,57038.36
Knee Replacement,France,Private,Chemotherapy,4.0,Bangkok,Private,4224.48,1180.96,1566.8,6972.24
Cosmetic Surgery,USA,Premium International,Surgical,25.0,Seoul,VIP Suite,6993.67,2016.47,37303.84,46313.98
Spinal Fusion,France,Private,Surgical,32.0,Singapore,General Ward,10569.32,1021.91,4907.27,16498.5
Heart Bypass,France,Premium International,Surgical,12.0,Istanbul,Private,73770.53,1379.2,4577.28,79727.01
Oncology Treatment,UK,Private,Radiotherapy,18.0,Dubai,VIP Suite,53248.98,751.12,26475.5,80475.6
Cataract Surgery,USA,Premium International,Non-Surgical,8.0,Dubai,Private,8881.44,1423.49,4905.26,15210.19
Cosmetic Surgery,Germany,Premium International,Chemotherapy,6.0,Istanbul,Private,12095.65,1332.78,2526.01,15954.43
Cataract Surgery,UAE,Premium International,Radiotherapy,26.0,Bangkok,Private,26346.65,2455.63,11126.59,39928.87
Cosmetic Surgery,France,Premium International,Radiotherapy,29.0,Bangkok,VIP Suite,17157.99,1445.9,30481.01,49084.89
Dental Implants,UAE,Public,Radiotherapy,24.0,Bangkok,General Ward,5493.58,1936.19,2381.22,9811.0
Knee Replacement,Germany,Public,Radiotherapy,19.0,Bangkok,General Ward,10412.14,1919.88,1995.37,14327.4
Dental Implants,UK,Premium International,Chemotherapy,25.0,Kuala Lumpur,General Ward,10584.35,1671.24,,14853.82
Heart Bypass,Canada,Public,Radiotherapy,20.0,Bangkok,Semi-Private,24561.41,3438.1,3681.41,31680.92
Knee Replacement,Canada,Premium International,Radiotherapy,4.0,Singapore,Private,11157.59,2838.69,2158.44,16154.73
Cosmetic Surgery,France,Premium International,Chemotherapy,18.0,Kuala Lumpur,Private,9994.09,1113.24,6330.06,17437.39
Cosmetic Surgery,USA,Private,Surgical,1.0,Singapore,Semi-Private,5171.43,1889.84,299.33,7360.6
Knee Replacement,Germany,Private,Chemotherapy,2.0,Singapore,Semi-Private,18751.55,1258.67,569.57,20579.79
Spinal Fusion,UAE,Premium International,Surgical,22.0,Seoul,VIP Suite,8172.5,2601.21,32735.26,43508.97
Spinal Fusion,USA,Premium International,Non-Surgical,43.0,Bangkok,Private,6257.45,3352.6,16675.42,26285.47
Heart Bypass,USA,Public,Radiotherapy,41.0,Dubai,VIP Suite,35497.94,1956.53,58331.5,95785.97
Dental Implants,Australia,Premium International,Surgical,21.0,Singapore,Semi-Private,7915.56,2259.76,6147.65,16322.96
Oncology Treatment,France,Private,Chemotherapy,3.0,Dubai,VIP Suite,18599.84,998.9,4455.1,24053.84
Dental Implants,USA,Private,Surgical,28.0,Bangkok,General Ward,8313.51,3018.66,2760.36,14092.53
Cosmetic Surgery,Australia,Premium International,Radiotherapy,15.0,Seoul,VIP Suite,21934.53,1732.02,22835.11,46501.66
Heart Bypass,France,Public,Radiotherapy,32.0,Istanbul,VIP Suite,35052.04,2755.11,29210.12,67017.28
Cosmetic Surgery,Australia,Public,Radiotherapy,18.0,Istanbul,Private,12409.42,1403.56,7456.5,21269.49
Knee Replacement,Germany,Private,Non-Surgical,6.0,Kuala Lumpur,VIP Suite,8771.62,1272.63,6608.04,16652.29
Cataract Surgery,UK,Private,Chemotherapy,13.0,Bangkok,VIP Suite,8653.81,2070.11,12321.06,23044.98
Cataract Surgery,Germany,Private,Surgical,14.0,Dubai,Semi-Private,15398.48,1441.13,4004.05,20843.66
Oncology Treatment,France,Public,Chemotherapy,11.0,Singapore,Semi-Private,38324.32,2228.86,3489.36,44042.54
Dental Implants,Canada,Public,Surgical,22.0,Seoul,General Ward,2202.7,3266.71,3179.86,8649.27
Heart Bypass,USA,Premium International,Chemotherapy,16.0,Singapore,Private,64091.65,3937.17,9399.9,77428.72
Cataract Surgery,Canada,Private,Surgical,15.0,Istanbul,Private,10466.11,2991.17,6000.64,19457.92
Cosmetic Surgery,France,Premium International,Radiotherapy,5.0,Singapore,Semi-Private,15910.1,2283.24,1566.24,19759.59
Spinal Fusion,Canada,Private,Chemotherapy,41.0,Dubai,General Ward,9143.9,1961.7,7243.35,18348.96
Cataract Surgery,Canada,Public,Surgical,3.0,Istanbul,Private,11993.37,1618.16,1137.49,14749.02
Cataract Surgery,Canada,Public,Chemotherapy,22.0,Istanbul,General Ward,11560.7,3387.12,1875.03,16822.86
Dental Implants,France,Public,Radiotherapy,23.0,Singapore,VIP Suite,2531.56,1215.3,36434.59,40181.44
Cataract Surgery,France,Premium International,Radiotherapy,6.0,Bangkok,VIP Suite,8664.14,2342.47,6163.06,17169.68
Spinal Fusion,Canada,Public,Surgical,32.0,Istanbul,Semi-Private,10451.37,3354.13,6678.23,20483.73
Cataract Surgery,France,Public,Chemotherapy,16.0,Dubai,General Ward,12874.34,2980.48,2316.51,18171.34
Oncology Treatment,Australia,Private,Surgical,18.0,Kuala Lumpur,Semi-Private,54907.32,1703.0,3863.52,60473.84
Cosmetic Surgery,France,Premium International,Chemotherapy,1.0,Singapore,VIP Suite,9812.73,1842.83,1455.03,13110.58
Knee Replacement,UK,Private,Surgical,4.0,Seoul,Private,7221.99,1312.76,2570.33,11105.09
Cataract Surgery,Germany,Premium International,Chemotherapy,8.0,Seoul,General Ward,19063.09,2286.75,1128.49,22478.33
Spinal Fusion,France,Public,Chemotherapy,20.0,Dubai,Private,15097.0,1403.99,11859.54,28360.53
Spinal Fusion,Germany,Public,Surgical,12.0,Kuala Lumpur,General Ward,6179.85,1815.38,1227.86,9223.08
Knee Replacement,Canada,Premium International,Chemotherapy,21.0,Bangkok,General Ward,13263.95,2104.93,2135.12,17504.0
Oncology Treatment,USA,Private,Chemotherapy,9.0,Kuala Lumpur,Semi-Private,68347.36,1416.6,1915.45,71679.41
Cosmetic Surgery,Germany,Premium International,Non-Surgical,14.0,Seoul,Semi-Private,9376.56,2246.9,4015.73,15639.19
Knee Replacement,UAE,Public,Chemotherapy,12.0,Seoul,Semi-Private,10831.89,1576.91,3262.5,15671.29
Knee Replacement,UAE,Premium International,Chemotherapy,10.0,Mumbai,General Ward,12216.26,731.66,1029.84,13977.76
Heart Bypass,Canada,Private,Radiotherapy,10.0,Bangkok,Semi-Private,30712.23,877.59,1820.59,33410.4
Knee Replacement,USA,Private,Non-Surgical,21.0,Dubai,General Ward,3612.11,3025.33,3068.0,9705.44
Cataract Surgery,USA,Public,Non-Surgical,16.0,Seoul,General Ward,2950.71,2736.48,2496.87,8184.06
Oncology Treatment,UK,Premium International,Chemotherapy,25.0,Bangkok,General Ward,87289.33,1199.59,2646.05,91134.97
Knee Replacement,Germany,Private,Chemotherapy,25.0,Seoul,Private,14133.92,2760.24,14350.41,31244.57
Cosmetic Surgery,France,Private,Non-Surgical,16.0,Seoul,Semi-Private,9249.13,1608.08,5083.58,15940.78
Cataract Surgery,USA,Private,Non-Surgical,28.0,Mumbai,VIP Suite,3722.54,3422.15,27113.35,34258.04
Cataract Surgery,Australia,Private,Chemotherapy,19.0,Bangkok,General Ward,16258.71,1176.01,1986.48,19421.2
Dental Implants,France,Public,Radiotherapy,11.0,Singapore,Semi-Private,6185.21,3038.87,3436.45,12660.53
Dental Implants,Canada,Private,Radiotherapy,14.0,Seoul,General Ward,,1125.24,1860.86,5643.17
Oncology Treatment,Germany,Public,Non-Surgical,5.0,Singapore,Private,38236.8,983.98,2880.48,42101.26
Cosmetic Surgery,France,Public,Surgical,15.0,Dubai,Semi-Private,3186.63,1941.56,4387.73,9515.92
Oncology Treatment,Canada,Public,Chemotherapy,17.0,Seoul,Semi-Private,44040.85,1440.77,4493.36,49974.98
Knee Replacement,Germany,Premium International,Radiotherapy,21.0,Mumbai,Semi-Private,12508.41,1772.03,4026.08,18306.52
Knee Replacement,France,Public,Surgical,16.0,Mumbai,Private,2384.37,2175.65,6182.66,10742.67
Cataract Surgery,Australia,Private,Non-Surgical,5.0,Singapore,Private,4823.76,601.39,2994.01,8419.16
Oncology Treatment,USA,Premium International,Radiotherapy,2.0,Istanbul,Semi-Private,37763.5,2877.3,406.92,41047.72
Cataract Surgery,USA,Premium International,Chemotherapy,27.0,Kuala Lumpur,Semi-Private,11712.47,3076.63,5667.74,20456.84
Spinal Fusion,UAE,Private,Surgical,7.0,Mumbai,Private,3684.32,1382.66,2698.51,7765.5
Cosmetic Surgery,Canada,Public,Radiotherapy,18.0,Kuala Lumpur,General Ward,7140.07,855.78,1864.49,9860.33
Dental Implants,UK,Private,Chemotherapy,18.0,Dubai,VIP Suite,4643.82,1020.88,25361.95,31026.65
Dental Implants,Australia,Public,Chemotherapy,29.0,Seoul,VIP Suite,2389.49,1817.43,42498.82,46705.73
Cataract Surgery,Canada,Private,Radiotherapy,17.0,Istanbul,VIP Suite,10739.81,2260.32,17392.55,30392.68
Cosmetic Surgery,France,Private,Surgical,21.0,Seoul,VIP Suite,7597.51,1660.68,32654.9,41913.09
Spinal Fusion,Canada,Private,Chemotherapy,10.0,Dubai,General Ward,8822.5,1364.72,1406.73,11593.95
Spinal Fusion,Germany,Premium International,Non-Surgical,41.0,Kuala Lumpur,Semi-Private,15630.95,1681.84,8039.46,25352.25
Cosmetic Surgery,UK,Public,Radiotherapy,29.0,Mumbai,General Ward,9280.04,976.27,2783.55,13039.85
Dental Implants,UK,Premium International,Non-Surgical,7.0,Kuala Lumpur,VIP Suite,8967.01,2338.9,7138.24,18444.15
Spinal Fusion,Canada,Public,Chemotherapy,33.0,Dubai,General Ward,9772.25,2518.82,5217.15,17508.22
Cosmetic Surgery,Germany,Private,Radiotherapy,27.0,Singapore,Semi-Private,11923.99,1293.04,8103.13,21320.15
Heart Bypass,France,Public,Radiotherapy,38.0,Istanbul,Semi-Private,15814.7,1371.69,7507.9,24694.28
Spinal Fusion,Canada,Premium International,Radiotherapy,39.0,Bangkok,VIP Suite,8747.96,2731.47,39507.73,50987.16
Cosmetic Surgery,France,Private,Chemotherapy,10.0,Bangkok,Semi-Private,11393.86,801.54,1888.92,14084.32
Knee Replacement,Germany,Private,Surgical,7.0,Mumbai,VIP Suite,5400.74,2271.45,7539.8,15211.99
Knee Replacement,Germany,Private,Surgical,24.0,Istanbul,VIP Suite,11899.9,1833.28,24868.03,38601.21
Cosmetic Surgery,Germany,Private,Radiotherapy,23.0,Istanbul,VIP Suite,10945.09,2197.14,22378.88,35521.11
Cosmetic Surgery,Australia,Premium International,Surgical,10.0,Kuala Lumpur,VIP Suite,12117.78,2197.02,10215.7,24530.51
Knee Replacement,Canada,Private,Chemotherapy,6.0,Mumbai,VIP Suite,7511.72,1722.72,6040.14,15274.58
Oncology Treatment,USA,Premium International,Surgical,11.0,Seoul,Semi-Private,35429.78,3024.49,3132.21,41586.48
Spinal Fusion,Canada,Premium International,Radiotherapy,42.0,Istanbul,VIP Suite,11839.8,2264.37,42349.64,56453.8
Cataract Surgery,UK,Public,Chemotherapy,8.0,Kuala Lumpur,Private,8577.9,504.05,3633.65,12715.61
Heart Bypass,Australia,Public,Surgical,7.0,Seoul,Private,37562.07,1019.31,4029.92,42611.3
Cataract Surgery,USA,Private,Radiotherapy,10.0,Seoul,Private,13154.74,759.37,6203.49,20117.59
Oncology Treatment,Australia,Public,Radiotherapy,10.0,Istanbul,VIP Suite,25867.44,2175.16,10567.0,38609.6
Oncology Treatment,Canada,Public,Chemotherapy,26.0,Mumbai,Semi-Private,34150.05,3958.3,5413.44,43521.79
Spinal Fusion,UAE,Private,Non-Surgical,18.0,Singapore,Semi-Private,15223.62,2565.33,5203.76,22992.71
Heart Bypass,UK,Premium International,Surgical,18.0,Dubai,Semi-Private,48988.32,2652.74,4884.44,56525.5
Cosmetic Surgery,Germany,Public,Surgical,9.0,Bangkok,VIP Suite,11018.24,3069.04,9598.16,23685.44
Dental Implants,UAE,Public,Surgical,26.0,Mumbai,VIP Suite,4457.98,1081.74,27846.49,33386.22
Knee Replacement,France,Public,Chemotherapy,22.0,Istanbul,Semi-Private,13587.28,660.24,4470.3,18717.82
Cataract Surgery,UAE,Premium International,Chemotherapy,29.0,Seoul,VIP Suite,8549.67,3090.44,40386.3,52026.42
Heart Bypass,Germany,Public,Chemotherapy,18.0,Bangkok,Private,28297.78,2945.05,7077.01,38319.84
Cosmetic Surgery,Australia,Private,Chemotherapy,16.0,Seoul,General Ward,4387.58,2008.18,2366.89,8762.64
Spinal Fusion,UAE,Private,Chemotherapy,39.0,Kuala Lumpur,General Ward,12743.41,1819.02,3729.77,18292.19
Oncology Treatment,USA,Public,Chemotherapy,12.0,Seoul,VIP Suite,39946.52,4317.42,17349.88,61613.82
Dental Implants,France,Public,Chemotherapy,24.0,Kuala Lumpur,VIP Suite,6507.49,691.99,22980.27,30179.75
Cataract Surgery,France,Private,Chemotherapy,25.0,Istanbul,Semi-Private,10462.68,2111.66,4885.28,17459.62
Knee Replacement,UK,Public,Radiotherapy,20.0,Kuala Lumpur,General Ward,13961.35,2531.93,2039.96,18533.24
Cosmetic Surgery,Australia,Public,Surgical,2.0,Istanbul,Private,10969.91,829.69,851.42,12651.03
Oncology Treatment,UAE,Premium International,Radiotherapy,20.0,Singapore,VIP Suite,76437.73,1607.13,30775.43,108820.29
Spinal Fusion,UAE,Private,Radiotherapy,41.0,Dubai,Private,8018.64,1691.17,24437.67,34147.48
Oncology Treatment,UAE,Private,Surgical,27.0,Dubai,Private,75609.6,1281.79,16656.34,93547.72
Cataract Surgery,USA,Premium International,Non-Surgical,8.0,Singapore,General Ward,14145.41,950.12,1081.47,16177.0
Cosmetic Surgery,France,Private,Non-Surgical,7.0,Mumbai,VIP Suite,19479.07,502.62,7163.69,27145.38
Heart Bypass,Germany,Premium International,Chemotherapy,38.0,Mumbai,Private,10472.71,3153.12,14958.2,28584.03
Cosmetic Surgery,Germany,Private,Surgical,1.0,Bangkok,VIP Suite,6593.01,1952.98,1067.3,9613.29
Dental Implants,Canada,Premium International,Chemotherapy,25.0,Mumbai,VIP Suite,11169.03,2580.94,22226.79,35976.77
Dental Implants,France,Private,Non-Surgical,5.0,Mumbai,General Ward,3902.48,551.46,,4965.06
Oncology Treatment,Germany,Public,Chemotherapy,13.0,Dubai,VIP Suite,44674.05,2698.94,21698.17,
Oncology Treatment,Canada,Premium International,Surgical,16.0,Istanbul,Semi-Private,67834.73,3126.63,3199.48,74160.83
Cosmetic Surgery,France,Private,Surgical,19.0,Istanbul,VIP Suite,4185.11,1984.7,19395.71,25565.51
Cataract Surgery,USA,Premium International,Non-Surgical,17.0,Seoul,General Ward,9238.93,1386.05,2590.92,13215.9
Dental Implants,UAE,Public,Non-Surgical,22.0,Dubai,VIP Suite,3393.62,1987.62,36881.77,42263.0
Cosmetic Surgery,UAE,Premium International,Radiotherapy,2.0,Bangkok,Semi-Private,7018.01,726.14,404.43,8148.58
Cataract Surgery,Canada,Private,Surgical,24.0,Seoul,Semi-Private,2885.99,3937.33,6707.46,13530.78
Heart Bypass,UAE,Public,Chemotherapy,36.0,Singapore,VIP Suite,37697.59,2176.7,52894.11,92768.4
Dental Implants,France,Premium International,Surgical,29.0,Singapore,General Ward,2623.38,2901.2,4330.01,9854.58
Cataract Surgery,Australia,Public,Chemotherapy,16.0,Singapore,Semi-Private,7140.97,883.75,4753.36,12778.08
Knee Replacement,Australia,Premium International,Chemotherapy,24.0,Dubai,Private,6530.93,1379.01,15304.15,23214.09
Spinal Fusion,USA,Public,Surgical,21.0,Dubai,Semi-Private,10236.56,2518.95,6547.38,19302.89
Spinal Fusion,UAE,Private,Chemotherapy,10.0,Bangkok,Private,5083.45,732.47,4400.64,10216.56
Cataract Surgery,Germany,Premium International,Chemotherapy,21.0,Kuala Lumpur,General Ward,19426.3,1151.62,2265.02,22842.93
Cataract Surgery,Canada,Private,Chemotherapy,9.0,Kuala Lumpur,VIP Suite,14692.15,3445.39,9534.76,27672.3
Oncology Treatment,UAE,Private,Non-Surgical,23.0,Kuala Lumpur,Semi-Private,57785.56,1801.19,4406.58,63993.33
Oncology Treatment,UAE,Private,Radiotherapy,29.0,Kuala Lumpur,VIP Suite,30537.54,557.04,28133.71,59228.3
Cataract Surgery,Australia,Public,Surgical,27.0,Mumbai,Private,8095.64,2886.78,10448.55,21430.98
Heart Bypass,USA,Premium International,Radiotherapy,37.0,Singapore,Semi-Private,45154.75,1892.54,10517.01,57564.29
Dental Implants,Australia,Private,Non-Surgical,2.0,Singapore,General Ward,3430.43,2663.0,291.16,6384.59
Heart Bypass,Australia,Public,Radiotherapy,17.0,Bangkok,General Ward,33535.83,584.39,1659.15,35779.37
Cataract Surgery,Canada,Private,Radiotherapy,5.0,Kuala Lumpur,Semi-Private,9964.65,878.63,1005.35,11848.64
Dental Implants,USA,Private,Chemotherapy,15.0,Istanbul,Semi-Private,4944.2,3649.21,3017.83,11611.24
Oncology Treatment,Canada,Premium International,Non-Surgical,12.0,Mumbai,General Ward,48303.24,3872.63,1288.63,53464.5
Cataract Surgery,France,Private,Radiotherapy,11.0,Seoul,VIP Suite,16854.09,830.42,16730.44,34414.95
Knee Replacement,Australia,Private,Surgical,16.0,Bangkok,General Ward,3473.21,2067.19,1810.45,7350.85
Cataract Surgery,Germany,Premium International,Surgical,22.0,Seoul,General Ward,23888.62,1113.1,3202.88,28204.61
Cataract Surgery,Germany,Private,Non-Surgical,13.0,Singapore,Semi-Private,4293.5,2287.2,3793.86,10374.56
Knee Replacement,France,Private,Chemotherapy,6.0,Singapore,Private,16053.18,2896.3,4177.58,23127.06
Heart Bypass,UAE,Premium International,Non-Surgical,9.0,Bangkok,VIP Suite,52300.26,2070.03,9204.98,63575.27
Oncology Treatment,France,Private,Chemotherapy,3.0,Mumbai,Private,73066.36,494.32,1275.8,74836.48
Cataract Surgery,Germany,Premium International,Surgical,15.0,Dubai,General Ward,6115.51,1928.71,2266.94,10311.16
Cataract Surgery,UK,Premium International,Chemotherapy,3.0,Istanbul,General Ward,19851.4,1120.8,331.47,21303.66
Cataract Surgery,Australia,Private,Non-Surgical,25.0,Mumbai,General Ward,13950.85,1642.71,2495.96,18089.51
Cataract Surgery,USA,Premium International,Radiotherapy,11.0,Bangkok,Semi-Private,7804.23,1884.93,2244.29,11933.46
Cataract Surgery,Germany,Public,Surgical,24.0,Singapore,VIP Suite,4408.95,1783.35,35338.59,41530.9
Cataract Surgery,Canada,Private,Radiotherapy,3.0,Seoul,Semi-Private,13104.74,2022.1,941.45,16068.29
Knee Replacement,Australia,Public,Chemotherapy,13.0,Singapore,Private,14632.15,2099.84,8371.58,25103.57
Knee Replacement,Canada,Premium International,Surgical,27.0,Istanbul,Semi-Private,24636.6,4181.15,5836.29,34654.04
Heart Bypass,UAE,Public,Non-Surgical,31.0,Istanbul,VIP Suite,17857.56,1182.46,30311.73,49351.75
Cosmetic Surgery,USA,Public,Surgical,5.0,Seoul,General Ward,,3986.55,793.88,13124.81
Knee Replacement,France,Private,Non-Surgical,24.0,Seoul,Semi-Private,13750.21,1065.59,7170.64,21986.44
Cosmetic Surgery,Australia,Premium International,Radiotherapy,19.0,Singapore,General Ward,20271.57,1121.8,2727.65,24121.01
Knee Replacement,Australia,Private,Surgical,10.0,Istanbul,Semi-Private,3067.28,2688.19,2074.85,7830.32
Spinal Fusion,UAE,Private,Chemotherapy,29.0,Istanbul,General Ward,3356.54,574.43,2679.53,6610.5
Oncology Treatment,Germany,Premium International,Chemotherapy,25.0,Seoul,Private,59109.98,1449.2,14412.93,74972.11
Heart Bypass,Germany,Public,Chemotherapy,32.0,Dubai,VIP Suite,42956.74,1984.55,47608.41,92549.71
Spinal Fusion,Germany,Private,Surgical,44.0,Dubai,General Ward,17952.63,1567.95,6385.97,25906.55
Dental Implants,USA,Public,Radiotherapy,23.0,Istanbul,General Ward,4411.69,1181.18,2332.88,7925.74
Spinal Fusion,UAE,Premium International,Surgical,25.0,Seoul,General Ward,7396.28,1703.11,3399.39,12498.77
Spinal Fusion,Canada,Premium International,Chemotherapy,40.0,Singapore,Private,4096.29,2888.27,27164.64,34149.2
Dental Implants,France,Private,Non-Surgical,6.0,Dubai,Private,3139.98,1042.12,3293.79,7475.89
Cataract Surgery,France,Private,Chemotherapy,12.0,Seoul,General Ward,20699.73,1893.59,1752.6,24345.92
Cosmetic Surgery,Canada,Premium International,Radiotherapy,4.0,Dubai,Semi-Private,18043.3,2354.2,1174.89,21572.38
Spinal Fusion,France,Private,Chemotherapy,42.0,Singapore,Semi-Private,12039.82,1047.01,12944.8,26031.64
Spinal Fusion,Germany,Premium International,Non-Surgical,35.0,Dubai,Private,24169.89,1149.68,21729.27,47048.84
Cataract Surgery,Australia,Public,Chemotherapy,20.0,Singapore,VIP Suite,3493.07,888.72,31214.49,35596.28
Oncology Treatment,UAE,Private,Surgical,22.0,Dubai,Semi-Private,24765.33,1959.39,6722.21,33446.93
Dental Implants,Germany,Private,Chemotherapy,25.0,Singapore,VIP Suite,4839.84,2494.68,39234.9,46569.43
Heart Bypass,UK,Private,Non-Surgical,25.0,Dubai,General Ward,31323.44,2719.99,3513.31,37556.74
Knee Replacement,UAE,Public,Radiotherapy,15.0,Singapore,General Ward,12518.1,1711.54,2119.9,16349.54
